op,shop,productId,name,size,qty,destination,basis
heal,marathon-pe,p1784728456861,"Lacoste spinor dark brown ",6,-1,-,negative-to-zero
heal,marathon-pe,p1785240673537,"Kids soccerboot ",31,-1,-,negative-to-zero
heal,trophy,p1778145822593,"UGG Classic Ultra Mini Sand",6,-1,-,negative-to-zero
heal,trophy,p1778232928099,"Loro Piana Summer Charms Walk Babouche Loafer Green Suede",_,-1,-,negative-to-zero
heal,trophy,p1778233240722,"Loro Piana Summer Charms Walk Loafer Brown Suede",_,-1,-,negative-to-zero
heal,trophy,p1778233463885,"Louis Vuitton Time Out White",_,-1,-,negative-to-zero
heal,trophy,p1778233761097,"Karl Lagerfeld Kapri Ikonik Black With Spikes",7,-1,-,negative-to-zero
heal,trophy,p1778233761097,"Karl Lagerfeld Kapri Ikonik Black With Spikes",11,-1,-,negative-to-zero
heal,trophy,p1778233761097,"Karl Lagerfeld Kapri Ikonik Black With Spikes",5_5,-1,-,negative-to-zero
heal,trophy,p1778233761097,"Karl Lagerfeld Kapri Ikonik Black With Spikes",_,-1,-,negative-to-zero
heal,trophy,p1778233961434,"Gucci Tennis 1977 Beige GG Canvas",_,-1,-,negative-to-zero
heal,trophy,p1778234008406,"Dior Walk'n'Dior Blue",5_5,-2,-,negative-to-zero
heal,trophy,p1778234008406,"Dior Walk'n'Dior Blue",_,-2,-,negative-to-zero
heal,trophy,p1778234231270,"Dior Walk'n'Dior Plan De Paris black and white",_,-1,-,negative-to-zero
heal,trophy,p1778235636820,"Emporio Armani Sneaker White Black",_,-1,-,negative-to-zero
heal,trophy,p1778235909661,"Replay Field Speed Black Red",7,-1,-,negative-to-zero
heal,trophy,p1778235909661,"Replay Field Speed Black Red",11,-1,-,negative-to-zero
heal,trophy,p1778235952099,"Replay Field Speed Black",_,-1,-,negative-to-zero
heal,trophy,p1778236722624,"Phillip Plain Black Leather",_,-1,-,negative-to-zero
heal,trophy,p1778236909534,"Christian Louboutin Louis Junior Spikes Black",_,-1,-,negative-to-zero
heal,trophy,p1778239274035,"Boss Menswear Gray Suede Loafers",8,-1,-,negative-to-zero
heal,trophy,p1778239331320,"Hugo Boss Black Suede Loafer",_,-1,-,negative-to-zero
heal,trophy,p1778239383779,"Bottega Veneta Loafer Navy Blue",10,-1,-,negative-to-zero
heal,trophy,p1778239816726,"Prada Loafer Black",_,-1,-,negative-to-zero
heal,trophy,p1778240848680,"Dolce & Gabbana Portofino Yacht Black",10,-1,-,negative-to-zero
heal,trophy,p1778241708045,"Karl Lagerfeld Kapri Kite Black",_,-1,-,negative-to-zero
heal,trophy,p1778241950413,"Karl Lagerfeld Kapri Ikonik Black",9,-1,-,negative-to-zero
heal,trophy,p1778242139588,"Karl Lagerfeld Kapri Kushion Green Leather",_,-2,-,negative-to-zero
heal,trophy,p1778242291103,"Karl Lagerfeld White Spike Studs",_,-1,-,negative-to-zero
heal,trophy,p1778243029410,"Alexander McQueen Oversized Sneaker Black White Logo",9,-1,-,negative-to-zero
heal,trophy,p1778243351882,"Boss Low Black White",_,-1,-,negative-to-zero
heal,trophy,p1778243578695,"Diesel S-Athene Brown",_,-1,-,negative-to-zero
heal,trophy,p1778244040199,"Lacoste Court Cage Leather Green White",_,-1,-,negative-to-zero
heal,trophy,p1778244134005,"Dr. Martens Carlson Black Suede",5_5,-1,-,negative-to-zero
heal,trophy,p1779104639473,"Dolce & Gabbana Perforated Logo Leather Sneaker White",6,-1,-,negative-to-zero
heal,trophy,p1779104639473,"Dolce & Gabbana Perforated Logo Leather Sneaker White",_,-1,-,negative-to-zero
heal,trophy,p1783160260134,"Boss black lether",_,-1,-,negative-to-zero
heal,trophy,p1783168332657,"Armani exchange ",_,-1,-,negative-to-zero
heal,trophy,p1783415687092,"GIVENCHY Paris full black ",_,-1,-,negative-to-zero
heal,trophy,p1783428479000,"Givenchy black ",_,-1,-,negative-to-zero
heal,trophy,p1783503992522,"Hugo boss sandlas brown & black ",_,-1,-,negative-to-zero
heal,trophy,p1783509263224,"Prada Loafer nevy blue",_,-1,-,negative-to-zero
heal,trophy,p1783521151226,"Louis Vuitton time out white",5_5,-1,-,negative-to-zero
heal,trophy,p1783682732818,"Boss shoes",_,-1,-,negative-to-zero
heal,trophy,p1783756903607,"Emporio armani",_,-1,-,negative-to-zero
heal,trophy,p1783948464550,"Louis Vuitton full black ",_,-1,-,negative-to-zero
heal,trophy,p1784025843775,"Dr  Martens 1461 Zebra Emboss Smooth Leather Oxford Shoes.",_,-1,-,negative-to-zero
heal,trophy,p1784028846364," Kalr Lagerfeld men's karpri Ikonik 3D Sneakers in blue.They f",8,-1,-,negative-to-zero
heal,trophy,p1784899797369,"Boos shoes",_,-1,-,negative-to-zero
